"Date.and.Time","PM.sub.10..sub.","PM.sub.2.5..sub.","Location"
"01-07-2022 00:00",5.04,2.7,"Local Air 3: Sonitus HQ"
"02-07-2022 00:00",5.99,3.48,"Local Air 3: Sonitus HQ"
"03-07-2022 00:00",4.68,2.71,"Local Air 3: Sonitus HQ"
"04-07-2022 00:00",5.85,3.41,"Local Air 3: Sonitus HQ"
"05-07-2022 00:00",5.57,3.26,"Local Air 3: Sonitus HQ"
"06-07-2022 00:00",6.61,3.47,"Local Air 3: Sonitus HQ"
"07-07-2022 00:00",8.87,2.8,"Local Air 3: Sonitus HQ"
"08-07-2022 00:00",5.28,2.26,"Local Air 3: Sonitus HQ"
"09-07-2022 00:00",5.53,2.2,"Local Air 3: Sonitus HQ"
"10-07-2022 00:00",4.81,2.58,"Local Air 3: Sonitus HQ"
"11-07-2022 00:00",12.35,4.04,"Local Air 3: Sonitus HQ"
"12-07-2022 00:00",8.79,3.37,"Local Air 3: Sonitus HQ"
"13-07-2022 00:00",9.31,4.58,"Local Air 3: Sonitus HQ"
"14-07-2022 00:00",12.17,6.48,"Local Air 3: Sonitus HQ"
"15-07-2022 00:00",8.09,3.96,"Local Air 3: Sonitus HQ"
"16-07-2022 00:00",11.73,5.35,"Local Air 3: Sonitus HQ"
"17-07-2022 00:00",12.06,5.17,"Local Air 3: Sonitus HQ"
"18-07-2022 00:00",18.02,7.09,"Local Air 3: Sonitus HQ"
"19-07-2022 00:00",16.34,5.72,"Local Air 3: Sonitus HQ"
"20-07-2022 00:00",6.84,2.9,"Local Air 3: Sonitus HQ"
"21-07-2022 00:00",10.09,5.46,"Local Air 3: Sonitus HQ"
"22-07-2022 00:00",9.2,4.57,"Local Air 3: Sonitus HQ"
"23-07-2022 00:00",4.75,2.59,"Local Air 3: Sonitus HQ"
"24-07-2022 00:00",6.39,4.5,"Local Air 3: Sonitus HQ"
"25-07-2022 00:00",6.63,2.92,"Local Air 3: Sonitus HQ"
"26-07-2022 00:00",7.12,3.15,"Local Air 3: Sonitus HQ"
"27-07-2022 00:00",6.86,3.49,"Local Air 3: Sonitus HQ"
"28-07-2022 00:00",7.37,3.6,"Local Air 3: Sonitus HQ"
"29-07-2022 00:00",9.28,4.31,"Local Air 3: Sonitus HQ"
"30-07-2022 00:00",3.53,1.84,"Local Air 3: Sonitus HQ"
"31-07-2022 00:00",4.6,2.35,"Local Air 3: Sonitus HQ"
"01-07-2022 00:00",0.24,0.21,"Local Air 4: Custom House Quay"
"02-07-2022 00:00",0.24,0.24,"Local Air 4: Custom House Quay"
"03-07-2022 00:00",0.12,0.15,"Local Air 4: Custom House Quay"
"04-07-2022 00:00",0.13,0.17,"Local Air 4: Custom House Quay"
"05-07-2022 00:00",0.13,0.16,"Local Air 4: Custom House Quay"
"06-07-2022 00:00",0.13,0.17,"Local Air 4: Custom House Quay"
"07-07-2022 00:00",0.12,0.14,"Local Air 4: Custom House Quay"
"08-07-2022 00:00",0.05,0.11,"Local Air 4: Custom House Quay"
"09-07-2022 00:00",0.06,0.11,"Local Air 4: Custom House Quay"
"10-07-2022 00:00",0.06,0.12,"Local Air 4: Custom House Quay"
"11-07-2022 00:00",0.08,0.11,"Local Air 4: Custom House Quay"
"12-07-2022 00:00",0.02,0.08,"Local Air 4: Custom House Quay"
"13-07-2022 00:00",0.01,0.07,"Local Air 4: Custom House Quay"
"14-07-2022 00:00",0.02,0.09,"Local Air 4: Custom House Quay"
"15-07-2022 00:00",0.02,0.08,"Local Air 4: Custom House Quay"
"16-07-2022 00:00",0.06,0.12,"Local Air 4: Custom House Quay"
"17-07-2022 00:00",0.05,0.11,"Local Air 4: Custom House Quay"
"18-07-2022 00:00",0.05,0.11,"Local Air 4: Custom House Quay"
"19-07-2022 00:00",0.02,0.09,"Local Air 4: Custom House Quay"
"20-07-2022 00:00",NA,0.03,"Local Air 4: Custom House Quay"
"21-07-2022 00:00",NA,0.05,"Local Air 4: Custom House Quay"
"22-07-2022 00:00",NA,0.04,"Local Air 4: Custom House Quay"
"23-07-2022 00:00",NA,0.03,"Local Air 4: Custom House Quay"
"24-07-2022 00:00",NA,0.07,"Local Air 4: Custom House Quay"
"25-07-2022 00:00",NA,0.05,"Local Air 4: Custom House Quay"
"26-07-2022 00:00",0.01,0.05,"Local Air 4: Custom House Quay"
"27-07-2022 00:00",0.01,0.06,"Local Air 4: Custom House Quay"
"28-07-2022 00:00",NA,0.05,"Local Air 4: Custom House Quay"
"29-07-2022 00:00",NA,0.05,"Local Air 4: Custom House Quay"
"30-07-2022 00:00",NA,0.04,"Local Air 4: Custom House Quay"
"31-07-2022 00:00",NA,0.04,"Local Air 4: Custom House Quay"
"01-07-2022 00:00",0.11,0.12,"Local Air 5: Lord Edward Street"
"02-07-2022 00:00",0.13,0.13,"Local Air 5: Lord Edward Street"
"03-07-2022 00:00",0.05,0.09,"Local Air 5: Lord Edward Street"
"04-07-2022 00:00",0.1,0.14,"Local Air 5: Lord Edward Street"
"05-07-2022 00:00",0.11,0.13,"Local Air 5: Lord Edward Street"
"06-07-2022 00:00",0.15,0.15,"Local Air 5: Lord Edward Street"
"07-07-2022 00:00",0.16,0.1,"Local Air 5: Lord Edward Street"
"08-07-2022 00:00",0.14,0.11,"Local Air 5: Lord Edward Street"
"09-07-2022 00:00",0.11,0.1,"Local Air 5: Lord Edward Street"
"10-07-2022 00:00",0.1,0.12,"Local Air 5: Lord Edward Street"
"11-07-2022 00:00",0.23,0.14,"Local Air 5: Lord Edward Street"
"12-07-2022 00:00",0.12,0.1,"Local Air 5: Lord Edward Street"
"13-07-2022 00:00",0.06,0.11,"Local Air 5: Lord Edward Street"
"14-07-2022 00:00",0.11,0.16,"Local Air 5: Lord Edward Street"
"15-07-2022 00:00",0.05,0.1,"Local Air 5: Lord Edward Street"
"16-07-2022 00:00",0.09,0.12,"Local Air 5: Lord Edward Street"
"17-07-2022 00:00",0.08,0.09,"Local Air 5: Lord Edward Street"
"18-07-2022 00:00",0.11,0.11,"Local Air 5: Lord Edward Street"
"19-07-2022 00:00",0.01,0.06,"Local Air 5: Lord Edward Street"
"20-07-2022 00:00",NA,0.03,"Local Air 5: Lord Edward Street"
"21-07-2022 00:00",0.01,0.06,"Local Air 5: Lord Edward Street"
"22-07-2022 00:00",0.01,0.06,"Local Air 5: Lord Edward Street"
"23-07-2022 00:00",0.01,0.03,"Local Air 5: Lord Edward Street"
"24-07-2022 00:00",NA,0.06,"Local Air 5: Lord Edward Street"
"25-07-2022 00:00",NA,0.02,"Local Air 5: Lord Edward Street"
"26-07-2022 00:00",NA,0.02,"Local Air 5: Lord Edward Street"
"27-07-2022 00:00",NA,0.03,"Local Air 5: Lord Edward Street"
"28-07-2022 00:00",NA,0.02,"Local Air 5: Lord Edward Street"
"29-07-2022 00:00",NA,0.02,"Local Air 5: Lord Edward Street"
"30-07-2022 00:00",NA,0.01,"Local Air 5: Lord Edward Street"
"31-07-2022 00:00",NA,0.02,"Local Air 5: Lord Edward Street"
"01-07-2022 00:00",3.26,2.11,"Local Air 6: Walkinstown Library"
"02-07-2022 00:00",4.6,3.36,"Local Air 6: Walkinstown Library"
"03-07-2022 00:00",3.74,2.72,"Local Air 6: Walkinstown Library"
"04-07-2022 00:00",4.44,3.32,"Local Air 6: Walkinstown Library"
"05-07-2022 00:00",3.94,2.87,"Local Air 6: Walkinstown Library"
"06-07-2022 00:00",4.51,3.19,"Local Air 6: Walkinstown Library"
"07-07-2022 00:00",3.49,1.75,"Local Air 6: Walkinstown Library"
"08-07-2022 00:00",3.42,2.08,"Local Air 6: Walkinstown Library"
"09-07-2022 00:00",3.2,1.6,"Local Air 6: Walkinstown Library"
"10-07-2022 00:00",2.58,1.5,"Local Air 6: Walkinstown Library"
"11-07-2022 00:00",6.76,2.91,"Local Air 6: Walkinstown Library"
"12-07-2022 00:00",6.62,3.23,"Local Air 6: Walkinstown Library"
"13-07-2022 00:00",5.79,4.2,"Local Air 6: Walkinstown Library"
"14-07-2022 00:00",8.04,6.12,"Local Air 6: Walkinstown Library"
"15-07-2022 00:00",4.62,2.93,"Local Air 6: Walkinstown Library"
"16-07-2022 00:00",7.45,4.47,"Local Air 6: Walkinstown Library"
"17-07-2022 00:00",9.45,5.53,"Local Air 6: Walkinstown Library"
"18-07-2022 00:00",15.36,8.32,"Local Air 6: Walkinstown Library"
"19-07-2022 00:00",11.27,5.64,"Local Air 6: Walkinstown Library"
"20-07-2022 00:00",3.86,2.47,"Local Air 6: Walkinstown Library"
"21-07-2022 00:00",6.99,4.76,"Local Air 6: Walkinstown Library"
"22-07-2022 00:00",7.39,4.44,"Local Air 6: Walkinstown Library"
"23-07-2022 00:00",4.26,2.89,"Local Air 6: Walkinstown Library"
"24-07-2022 00:00",6.21,5.13,"Local Air 6: Walkinstown Library"
"25-07-2022 00:00",4.66,2.82,"Local Air 6: Walkinstown Library"
"26-07-2022 00:00",4.51,2.8,"Local Air 6: Walkinstown Library"
"27-07-2022 00:00",4.87,2.62,"Local Air 6: Walkinstown Library"
"28-07-2022 00:00",5.4,2.96,"Local Air 6: Walkinstown Library"
"29-07-2022 00:00",6.11,3.33,"Local Air 6: Walkinstown Library"
"30-07-2022 00:00",3.83,2.57,"Local Air 6: Walkinstown Library"
"31-07-2022 00:00",3.89,2.31,"Local Air 6: Walkinstown Library"
"01-07-2022 00:00",17.38,3.83,"Local Air 7: Coolock"
"02-07-2022 00:00",5.76,3.03,"Local Air 7: Coolock"
"03-07-2022 00:00",4.47,2.37,"Local Air 7: Coolock"
"04-07-2022 00:00",4.41,3.25,"Local Air 7: Coolock"
"05-07-2022 00:00",5.13,2.75,"Local Air 7: Coolock"
"06-07-2022 00:00",5.37,2.95,"Local Air 7: Coolock"
"07-07-2022 00:00",5.1,1.69,"Local Air 7: Coolock"
"08-07-2022 00:00",4.68,1.86,"Local Air 7: Coolock"
"09-07-2022 00:00",3.24,1.27,"Local Air 7: Coolock"
"10-07-2022 00:00",3.15,1.31,"Local Air 7: Coolock"
"11-07-2022 00:00",9.1,2.64,"Local Air 7: Coolock"
"12-07-2022 00:00",7.67,2.72,"Local Air 7: Coolock"
"13-07-2022 00:00",5.94,4.23,"Local Air 7: Coolock"
"14-07-2022 00:00",10.18,5.68,"Local Air 7: Coolock"
"15-07-2022 00:00",5.7,2.72,"Local Air 7: Coolock"
"16-07-2022 00:00",9.03,3.93,"Local Air 7: Coolock"
"17-07-2022 00:00",13.55,5.43,"Local Air 7: Coolock"
"18-07-2022 00:00",17.58,6.88,"Local Air 7: Coolock"
"19-07-2022 00:00",13.86,4.76,"Local Air 7: Coolock"
"20-07-2022 00:00",4.8,2.17,"Local Air 7: Coolock"
"21-07-2022 00:00",9.26,4.37,"Local Air 7: Coolock"
"22-07-2022 00:00",9.61,3.97,"Local Air 7: Coolock"
"23-07-2022 00:00",6.24,3.06,"Local Air 7: Coolock"
"24-07-2022 00:00",7.44,4.43,"Local Air 7: Coolock"
"25-07-2022 00:00",4.66,2.78,"Local Air 7: Coolock"
"26-07-2022 00:00",3.93,1.87,"Local Air 7: Coolock"
"27-07-2022 00:00",5.6,2.25,"Local Air 7: Coolock"
"28-07-2022 00:00",6.81,2.56,"Local Air 7: Coolock"
"29-07-2022 00:00",8.03,3.15,"Local Air 7: Coolock"
"30-07-2022 00:00",4.02,1.76,"Local Air 7: Coolock"
"31-07-2022 00:00",5.58,2.09,"Local Air 7: Coolock"
"01-07-2022 00:00",2.19,1.47,"Local Air 8: Weaver Park"
"02-07-2022 00:00",2.72,1.69,"Local Air 8: Weaver Park"
"03-07-2022 00:00",3.1,1.58,"Local Air 8: Weaver Park"
"04-07-2022 00:00",2.17,1.29,"Local Air 8: Weaver Park"
"05-07-2022 00:00",3.44,1.81,"Local Air 8: Weaver Park"
"06-07-2022 00:00",8.25,2.86,"Local Air 8: Weaver Park"
"07-07-2022 00:00",5.7,2.33,"Local Air 8: Weaver Park"
"08-07-2022 00:00",6.34,3.03,"Local Air 8: Weaver Park"
"09-07-2022 00:00",5.65,2.7,"Local Air 8: Weaver Park"
"10-07-2022 00:00",5.3,3,"Local Air 8: Weaver Park"
"11-07-2022 00:00",15.51,4.91,"Local Air 8: Weaver Park"
"12-07-2022 00:00",9.66,4.47,"Local Air 8: Weaver Park"
"13-07-2022 00:00",8.62,3.63,"Local Air 8: Weaver Park"
"14-07-2022 00:00",10.35,4.78,"Local Air 8: Weaver Park"
"15-07-2022 00:00",8.49,4.28,"Local Air 8: Weaver Park"
"16-07-2022 00:00",11.58,6.56,"Local Air 8: Weaver Park"
"17-07-2022 00:00",11.73,6.58,"Local Air 8: Weaver Park"
"18-07-2022 00:00",20.91,8.92,"Local Air 8: Weaver Park"
"19-07-2022 00:00",22.52,11,"Local Air 8: Weaver Park"
"20-07-2022 00:00",7.67,2.66,"Local Air 8: Weaver Park"
"21-07-2022 00:00",11.14,4.27,"Local Air 8: Weaver Park"
"22-07-2022 00:00",10.15,4.04,"Local Air 8: Weaver Park"
"23-07-2022 00:00",4.51,2.34,"Local Air 8: Weaver Park"
"24-07-2022 00:00",6.82,3.99,"Local Air 8: Weaver Park"
"25-07-2022 00:00",8.07,2.62,"Local Air 8: Weaver Park"
"26-07-2022 00:00",6.59,2.41,"Local Air 8: Weaver Park"
"27-07-2022 00:00",10.15,3.45,"Local Air 8: Weaver Park"
"28-07-2022 00:00",10.07,4.28,"Local Air 8: Weaver Park"
"29-07-2022 00:00",9.88,4.31,"Local Air 8: Weaver Park"
"30-07-2022 00:00",4.82,2.27,"Local Air 8: Weaver Park"
"31-07-2022 00:00",4.04,2.22,"Local Air 8: Weaver Park"
"01-07-2022 00:00",3.19,1.91,"Local Air 10: TU Dublin - Park House"
"02-07-2022 00:00",4.69,3.05,"Local Air 10: TU Dublin - Park House"
"03-07-2022 00:00",3.98,2.57,"Local Air 10: TU Dublin - Park House"
"04-07-2022 00:00",4.43,3.07,"Local Air 10: TU Dublin - Park House"
"05-07-2022 00:00",4.61,3.04,"Local Air 10: TU Dublin - Park House"
"06-07-2022 00:00",4.26,2.9,"Local Air 10: TU Dublin - Park House"
"07-07-2022 00:00",4.41,1.79,"Local Air 10: TU Dublin - Park House"
"08-07-2022 00:00",3.56,1.92,"Local Air 10: TU Dublin - Park House"
"09-07-2022 00:00",2.81,1.41,"Local Air 10: TU Dublin - Park House"
"10-07-2022 00:00",3.23,1.72,"Local Air 10: TU Dublin - Park House"
"11-07-2022 00:00",8.34,2.92,"Local Air 10: TU Dublin - Park House"
"12-07-2022 00:00",5.89,2.87,"Local Air 10: TU Dublin - Park House"
"13-07-2022 00:00",5.97,4.02,"Local Air 10: TU Dublin - Park House"
"14-07-2022 00:00",7.92,5.57,"Local Air 10: TU Dublin - Park House"
"15-07-2022 00:00",5.1,2.91,"Local Air 10: TU Dublin - Park House"
"16-07-2022 00:00",7.15,3.71,"Local Air 10: TU Dublin - Park House"
"17-07-2022 00:00",7.57,3.71,"Local Air 10: TU Dublin - Park House"
"18-07-2022 00:00",13.51,5.99,"Local Air 10: TU Dublin - Park House"
"19-07-2022 00:00",12.85,5.34,"Local Air 10: TU Dublin - Park House"
"20-07-2022 00:00",6.16,2.82,"Local Air 10: TU Dublin - Park House"
"21-07-2022 00:00",10.11,5.25,"Local Air 10: TU Dublin - Park House"
"22-07-2022 00:00",9.39,4.66,"Local Air 10: TU Dublin - Park House"
"23-07-2022 00:00",3.1,1.74,"Local Air 10: TU Dublin - Park House"
"24-07-2022 00:00",5.34,4.05,"Local Air 10: TU Dublin - Park House"
"25-07-2022 00:00",6.5,3.06,"Local Air 10: TU Dublin - Park House"
"26-07-2022 00:00",5.23,2.65,"Local Air 10: TU Dublin - Park House"
"27-07-2022 00:00",5.79,2.61,"Local Air 10: TU Dublin - Park House"
"28-07-2022 00:00",6.21,3.07,"Local Air 10: TU Dublin - Park House"
"29-07-2022 00:00",6.7,3.4,"Local Air 10: TU Dublin - Park House"
"30-07-2022 00:00",2.65,1.31,"Local Air 10: TU Dublin - Park House"
"31-07-2022 00:00",4.16,1.94,"Local Air 10: TU Dublin - Park House"
"01-07-2022 00:00",4.12,2.17,"Local Air 13: Mountjoy Square"
"02-07-2022 00:00",4.75,2.55,"Local Air 13: Mountjoy Square"
"03-07-2022 00:00",4.86,2.2,"Local Air 13: Mountjoy Square"
"04-07-2022 00:00",4.8,2.5,"Local Air 13: Mountjoy Square"
"05-07-2022 00:00",5.42,2.83,"Local Air 13: Mountjoy Square"
"06-07-2022 00:00",5.33,2.62,"Local Air 13: Mountjoy Square"
"07-07-2022 00:00",5.55,2.62,"Local Air 13: Mountjoy Square"
"08-07-2022 00:00",4.47,3.06,"Local Air 13: Mountjoy Square"
"09-07-2022 00:00",5.54,3,"Local Air 13: Mountjoy Square"
"10-07-2022 00:00",5.35,3.39,"Local Air 13: Mountjoy Square"
"11-07-2022 00:00",8.53,4.31,"Local Air 13: Mountjoy Square"
"12-07-2022 00:00",8.76,4.59,"Local Air 13: Mountjoy Square"
"13-07-2022 00:00",6.32,3.52,"Local Air 13: Mountjoy Square"
"14-07-2022 00:00",8.27,4.59,"Local Air 13: Mountjoy Square"
"15-07-2022 00:00",6.95,4.42,"Local Air 13: Mountjoy Square"
"16-07-2022 00:00",11.55,7.09,"Local Air 13: Mountjoy Square"
"17-07-2022 00:00",12.54,7.16,"Local Air 13: Mountjoy Square"
"18-07-2022 00:00",14.57,8.57,"Local Air 13: Mountjoy Square"
"19-07-2022 00:00",16.81,10.47,"Local Air 13: Mountjoy Square"
"20-07-2022 00:00",4.68,2.33,"Local Air 13: Mountjoy Square"
"21-07-2022 00:00",10.23,4.31,"Local Air 13: Mountjoy Square"
"22-07-2022 00:00",10.38,4.34,"Local Air 13: Mountjoy Square"
"23-07-2022 00:00",5.11,2.96,"Local Air 13: Mountjoy Square"
"24-07-2022 00:00",6.04,4.25,"Local Air 13: Mountjoy Square"
"25-07-2022 00:00",6.59,2.51,"Local Air 13: Mountjoy Square"
"26-07-2022 00:00",8.55,3.1,"Local Air 13: Mountjoy Square"
"27-07-2022 00:00",8.33,4.48,"Local Air 13: Mountjoy Square"
"28-07-2022 00:00",8.56,4.44,"Local Air 13: Mountjoy Square"
"29-07-2022 00:00",10.94,6.2,"Local Air 13: Mountjoy Square"
"30-07-2022 00:00",3.34,2.26,"Local Air 13: Mountjoy Square"
"31-07-2022 00:00",4.89,2.6,"Local Air 13: Mountjoy Square"
"01-07-2022 00:00",5.47,2.5,"Local Air 14: Kyelmore"
"02-07-2022 00:00",5.28,2.36,"Local Air 14: Kyelmore"
"03-07-2022 00:00",4.41,2.02,"Local Air 14: Kyelmore"
"04-07-2022 00:00",10.12,3.27,"Local Air 14: Kyelmore"
"05-07-2022 00:00",10.46,4.02,"Local Air 14: Kyelmore"
"06-07-2022 00:00",9.99,3.63,"Local Air 14: Kyelmore"
"07-07-2022 00:00",13.78,3.75,"Local Air 14: Kyelmore"
"08-07-2022 00:00",10.42,4.15,"Local Air 14: Kyelmore"
"09-07-2022 00:00",9.17,3.53,"Local Air 14: Kyelmore"
"10-07-2022 00:00",4.65,3.19,"Local Air 14: Kyelmore"
"11-07-2022 00:00",17.05,7.56,"Local Air 14: Kyelmore"
"12-07-2022 00:00",10.05,5.18,"Local Air 14: Kyelmore"
"13-07-2022 00:00",13.17,4.65,"Local Air 14: Kyelmore"
"14-07-2022 00:00",17.65,6.46,"Local Air 14: Kyelmore"
"15-07-2022 00:00",10.37,5.25,"Local Air 14: Kyelmore"
"16-07-2022 00:00",11.6,6.74,"Local Air 14: Kyelmore"
"17-07-2022 00:00",11.64,7.13,"Local Air 14: Kyelmore"
"18-07-2022 00:00",18.54,8.84,"Local Air 14: Kyelmore"
"19-07-2022 00:00",22.76,11.63,"Local Air 14: Kyelmore"
"20-07-2022 00:00",12.9,3.91,"Local Air 14: Kyelmore"
"21-07-2022 00:00",9.21,4.28,"Local Air 14: Kyelmore"
"22-07-2022 00:00",9.83,4.33,"Local Air 14: Kyelmore"
"23-07-2022 00:00",5.28,2.48,"Local Air 14: Kyelmore"
"24-07-2022 00:00",8.13,4.76,"Local Air 14: Kyelmore"
"25-07-2022 00:00",12.25,3.42,"Local Air 14: Kyelmore"
"26-07-2022 00:00",13.32,3.57,"Local Air 14: Kyelmore"
"27-07-2022 00:00",6.36,3.5,"Local Air 14: Kyelmore"
"28-07-2022 00:00",9.32,4.76,"Local Air 14: Kyelmore"
"29-07-2022 00:00",10.29,4.61,"Local Air 14: Kyelmore"
"30-07-2022 00:00",4.56,2.36,"Local Air 14: Kyelmore"
"31-07-2022 00:00",3.84,2.29,"Local Air 14: Kyelmore"
"01-07-2022 00:00",3.39,1.81,"Local Air 1: Ballymun Library"
"02-07-2022 00:00",5.22,2.92,"Local Air 1: Ballymun Library"
"03-07-2022 00:00",4.52,2.41,"Local Air 1: Ballymun Library"
"04-07-2022 00:00",5.16,3.09,"Local Air 1: Ballymun Library"
"05-07-2022 00:00",5.32,3.13,"Local Air 1: Ballymun Library"
"06-07-2022 00:00",5.01,2.98,"Local Air 1: Ballymun Library"
"07-07-2022 00:00",3.14,1.31,"Local Air 1: Ballymun Library"
"08-07-2022 00:00",3.77,1.65,"Local Air 1: Ballymun Library"
"09-07-2022 00:00",2.96,1.35,"Local Air 1: Ballymun Library"
"10-07-2022 00:00",2.48,1.17,"Local Air 1: Ballymun Library"
"11-07-2022 00:00",8.57,2.52,"Local Air 1: Ballymun Library"
"12-07-2022 00:00",6.25,2.55,"Local Air 1: Ballymun Library"
"13-07-2022 00:00",6.97,4.01,"Local Air 1: Ballymun Library"
"14-07-2022 00:00",8.69,5.56,"Local Air 1: Ballymun Library"
"15-07-2022 00:00",5.04,2.71,"Local Air 1: Ballymun Library"
"16-07-2022 00:00",6.08,2.8,"Local Air 1: Ballymun Library"
"01-02-2024 00:00",13.37,9.92,"Local Air 2: Drumcondra"
"02-02-2024 00:00",2.2,1.51,"Local Air 2: Drumcondra"
"03-02-2024 00:00",5.65,4.3,"Local Air 2: Drumcondra"
"04-02-2024 00:00",22.63,13.15,"Local Air 2: Drumcondra"
"05-02-2024 00:00",11.76,7.06,"Local Air 2: Drumcondra"
"06-02-2024 00:00",14.43,8.79,"Local Air 2: Drumcondra"
"07-02-2024 00:00",13.58,8.21,"Local Air 2: Drumcondra"
"08-02-2024 00:00",8.8,6.81,"Local Air 2: Drumcondra"
"09-02-2024 00:00",9.9,6.73,"Local Air 2: Drumcondra"
"10-02-2024 00:00",13.33,9.3,"Local Air 2: Drumcondra"
"11-02-2024 00:00",6.56,4.38,"Local Air 2: Drumcondra"
"12-02-2024 00:00",5.02,3.45,"Local Air 2: Drumcondra"
"13-02-2024 00:00",5.64,3.7,"Local Air 2: Drumcondra"
"14-02-2024 00:00",10.57,8.37,"Local Air 2: Drumcondra"
"15-02-2024 00:00",4.61,2.97,"Local Air 2: Drumcondra"
"16-02-2024 00:00",7.95,5.03,"Local Air 2: Drumcondra"
"17-02-2024 00:00",5.09,3.8,"Local Air 2: Drumcondra"
"18-02-2024 00:00",10.66,9.04,"Local Air 2: Drumcondra"
"19-02-2024 00:00",22.38,17.92,"Local Air 2: Drumcondra"
"20-02-2024 00:00",10.43,7.45,"Local Air 2: Drumcondra"
"21-02-2024 00:00",5.18,3.74,"Local Air 2: Drumcondra"
"22-02-2024 00:00",4.17,3.16,"Local Air 2: Drumcondra"
"23-02-2024 00:00",4.15,2.95,"Local Air 2: Drumcondra"
"24-02-2024 00:00",4.94,3.42,"Local Air 2: Drumcondra"
"25-02-2024 00:00",7.56,5.22,"Local Air 2: Drumcondra"
"26-02-2024 00:00",7.07,4.21,"Local Air 2: Drumcondra"
"27-02-2024 00:00",15.12,10.75,"Local Air 2: Drumcondra"
"28-02-2024 00:00",9.62,6.94,"Local Air 2: Drumcondra"
"29-02-2024 00:00",10.04,7.32,"Local Air 2: Drumcondra"
"01-02-2024 00:00",13.48,8.97,"Local Air 11: Cabra Community College"
"02-02-2024 00:00",2.14,1.63,"Local Air 11: Cabra Community College"
"03-02-2024 00:00",4.71,3.85,"Local Air 11: Cabra Community College"
"04-02-2024 00:00",14.44,11.12,"Local Air 11: Cabra Community College"
"05-02-2024 00:00",8.09,6.08,"Local Air 11: Cabra Community College"
"06-02-2024 00:00",13.66,11.44,"Local Air 11: Cabra Community College"
"07-02-2024 00:00",14.63,7.95,"Local Air 11: Cabra Community College"
"08-02-2024 00:00",8.63,6.12,"Local Air 11: Cabra Community College"
"09-02-2024 00:00",11.93,6.03,"Local Air 11: Cabra Community College"
"10-02-2024 00:00",13.24,9.46,"Local Air 11: Cabra Community College"
"11-02-2024 00:00",5.4,4.31,"Local Air 11: Cabra Community College"
"12-02-2024 00:00",4.71,2.91,"Local Air 11: Cabra Community College"
"13-02-2024 00:00",5.69,2.81,"Local Air 11: Cabra Community College"
"14-02-2024 00:00",4.63,3.81,"Local Air 11: Cabra Community College"
"15-02-2024 00:00",5.93,4.36,"Local Air 11: Cabra Community College"
"16-02-2024 00:00",6.44,3.92,"Local Air 11: Cabra Community College"
"17-02-2024 00:00",4.02,3.22,"Local Air 11: Cabra Community College"
"18-02-2024 00:00",5.89,5.59,"Local Air 11: Cabra Community College"
"19-02-2024 00:00",13.51,11.05,"Local Air 11: Cabra Community College"
"20-02-2024 00:00",5.84,4.96,"Local Air 11: Cabra Community College"
"21-02-2024 00:00",3.88,2.72,"Local Air 11: Cabra Community College"
"22-02-2024 00:00",4.09,2.83,"Local Air 11: Cabra Community College"
"23-02-2024 00:00",4.38,3.25,"Local Air 11: Cabra Community College"
"24-02-2024 00:00",8.1,6.82,"Local Air 11: Cabra Community College"
"25-02-2024 00:00",7.24,4.52,"Local Air 11: Cabra Community College"
"26-02-2024 00:00",6.88,4.3,"Local Air 11: Cabra Community College"
"27-02-2024 00:00",10.98,8.25,"Local Air 11: Cabra Community College"
"28-02-2024 00:00",6.08,4.5,"Local Air 11: Cabra Community College"
"29-02-2024 00:00",7.92,5.69,"Local Air 11: Cabra Community College"
"01-02-2024 00:00",18.03,9.11,"Local Air 12: Donnybrook Fire Station"
"02-02-2024 00:00",3.24,2.03,"Local Air 12: Donnybrook Fire Station"
"03-02-2024 00:00",6.83,3.8,"Local Air 12: Donnybrook Fire Station"
"04-02-2024 00:00",18.5,8.84,"Local Air 12: Donnybrook Fire Station"
"05-02-2024 00:00",10.07,5.42,"Local Air 12: Donnybrook Fire Station"
"06-02-2024 00:00",16.59,8.75,"Local Air 12: Donnybrook Fire Station"
"07-02-2024 00:00",18.13,10.66,"Local Air 12: Donnybrook Fire Station"
"08-02-2024 00:00",9.74,5.62,"Local Air 12: Donnybrook Fire Station"
"09-02-2024 00:00",14.89,7.81,"Local Air 12: Donnybrook Fire Station"
"10-02-2024 00:00",22.66,14.3,"Local Air 12: Donnybrook Fire Station"
"11-02-2024 00:00",11.37,8.41,"Local Air 12: Donnybrook Fire Station"
"12-02-2024 00:00",8.05,3.78,"Local Air 12: Donnybrook Fire Station"
"13-02-2024 00:00",8.5,4.93,"Local Air 12: Donnybrook Fire Station"
"14-02-2024 00:00",NA,NA,"Local Air 12: Donnybrook Fire Station"
"22-02-2024 00:00",5.53,3.09,"Local Air 12: Donnybrook Fire Station"
"23-02-2024 00:00",5.52,3.47,"Local Air 12: Donnybrook Fire Station"
"24-02-2024 00:00",10.84,7.67,"Local Air 12: Donnybrook Fire Station"
"25-02-2024 00:00",10.49,6.53,"Local Air 12: Donnybrook Fire Station"
"26-02-2024 00:00",13.61,8.48,"Local Air 12: Donnybrook Fire Station"
"27-02-2024 00:00",19.17,9.23,"Local Air 12: Donnybrook Fire Station"
"28-02-2024 00:00",10.62,5.94,"Local Air 12: Donnybrook Fire Station"
