"Date.and.Time","PM.sub.10..sub.","PM.sub.2.5..sub.","Location"
"28-02-2022 00:00",11.59,9.16,"Local Air 10: TU Dublin - Park House"
"17-02-2022 00:00",11.55,8.96,"Local Air 11: Cabra Community College"
"18-02-2022 00:00",8.74,7.36,"Local Air 11: Cabra Community College"
"19-02-2022 00:00",7.11,6.03,"Local Air 11: Cabra Community College"
"20-02-2022 00:00",11.32,10.49,"Local Air 11: Cabra Community College"
"21-02-2022 00:00",25.63,21.64,"Local Air 11: Cabra Community College"
"22-02-2022 00:00",14.15,11.24,"Local Air 11: Cabra Community College"
"23-02-2022 00:00",10.04,8.16,"Local Air 11: Cabra Community College"
"24-02-2022 00:00",7.99,6.63,"Local Air 11: Cabra Community College"
"25-02-2022 00:00",13.57,9.93,"Local Air 11: Cabra Community College"
"26-02-2022 00:00",NA,NA,"Local Air 11: Cabra Community College"
"27-02-2022 00:00",17.61,13.35,"Local Air 11: Cabra Community College"
"28-02-2022 00:00",14.51,10.31,"Local Air 11: Cabra Community College"
"17-02-2022 00:00",3.38,1.78,"Local Air 13: Mountjoy Square"
"18-02-2022 00:00",NA,NA,"Local Air 13: Mountjoy Square"
"21-02-2022 00:00",7.41,5.62,"Local Air 13: Mountjoy Square"
"22-02-2022 00:00",5.81,3.39,"Local Air 13: Mountjoy Square"
"23-02-2022 00:00",11.62,6.63,"Local Air 13: Mountjoy Square"
"10-02-2022 00:00",7.75,5.77,"Local Air 1: Ballymun Library"
"11-02-2022 00:00",10.29,7.05,"Local Air 1: Ballymun Library"
"12-02-2022 00:00",6.57,5.42,"Local Air 1: Ballymun Library"
"13-02-2022 00:00",3.19,2.33,"Local Air 1: Ballymun Library"
"14-02-2022 00:00",6.25,4.35,"Local Air 1: Ballymun Library"
"15-02-2022 00:00",17.24,14.34,"Local Air 1: Ballymun Library"
"16-02-2022 00:00",18.87,17.06,"Local Air 1: Ballymun Library"
"17-02-2022 00:00",10.72,8.26,"Local Air 1: Ballymun Library"
"18-02-2022 00:00",8.62,7.02,"Local Air 1: Ballymun Library"
"19-02-2022 00:00",7.68,6.24,"Local Air 1: Ballymun Library"
"20-02-2022 00:00",12.03,11.04,"Local Air 1: Ballymun Library"
"21-02-2022 00:00",25.74,22.28,"Local Air 1: Ballymun Library"
"22-02-2022 00:00",13.33,11.33,"Local Air 1: Ballymun Library"
"23-02-2022 00:00",9.8,8.21,"Local Air 1: Ballymun Library"
"24-02-2022 00:00",7.71,6.59,"Local Air 1: Ballymun Library"
"25-02-2022 00:00",13.24,9.97,"Local Air 1: Ballymun Library"
"26-02-2022 00:00",12.48,9.55,"Local Air 1: Ballymun Library"
"27-02-2022 00:00",19.51,14.07,"Local Air 1: Ballymun Library"
"28-02-2022 00:00",13.36,9.82,"Local Air 1: Ballymun Library"
"01-02-2022 00:00",3.96,3.14,"Local Air 2: Drumcondra"
"02-02-2022 00:00",12.2,8.17,"Local Air 2: Drumcondra"
"03-02-2022 00:00",11.21,5.04,"Local Air 2: Drumcondra"
"04-02-2022 00:00",7.51,5.58,"Local Air 2: Drumcondra"
"05-02-2022 00:00",8.34,6.82,"Local Air 2: Drumcondra"
"06-02-2022 00:00",10.09,8.35,"Local Air 2: Drumcondra"
"07-02-2022 00:00",11.47,7.72,"Local Air 2: Drumcondra"
"08-02-2022 00:00",3.78,2.21,"Local Air 2: Drumcondra"
"09-02-2022 00:00",9.33,6.09,"Local Air 2: Drumcondra"
"10-02-2022 00:00",7.92,5.74,"Local Air 2: Drumcondra"
"11-02-2022 00:00",11.68,6.4,"Local Air 2: Drumcondra"
"12-02-2022 00:00",6.67,4.74,"Local Air 2: Drumcondra"
"13-02-2022 00:00",4.22,2.45,"Local Air 2: Drumcondra"
"14-02-2022 00:00",5.91,3.69,"Local Air 2: Drumcondra"
"15-02-2022 00:00",17.15,12.63,"Local Air 2: Drumcondra"
"16-02-2022 00:00",19.12,15.89,"Local Air 2: Drumcondra"
"17-02-2022 00:00",10.46,7.22,"Local Air 2: Drumcondra"
"18-02-2022 00:00",8.44,6.39,"Local Air 2: Drumcondra"
"19-02-2022 00:00",7.7,5.62,"Local Air 2: Drumcondra"
"20-02-2022 00:00",11.05,9.9,"Local Air 2: Drumcondra"
"21-02-2022 00:00",25.07,19.8,"Local Air 2: Drumcondra"
"22-02-2022 00:00",13.47,10.23,"Local Air 2: Drumcondra"
"23-02-2022 00:00",10.75,7.76,"Local Air 2: Drumcondra"
"24-02-2022 00:00",7.12,5.77,"Local Air 2: Drumcondra"
"25-02-2022 00:00",14.34,10.23,"Local Air 2: Drumcondra"
"01-02-2022 00:00",3.51,3.16,"Local Air 3: Sonitus HQ"
"02-02-2022 00:00",9.7,7.99,"Local Air 3: Sonitus HQ"
"03-02-2022 00:00",8.08,5.29,"Local Air 3: Sonitus HQ"
"04-02-2022 00:00",6.06,5.38,"Local Air 3: Sonitus HQ"
"05-02-2022 00:00",6.77,6.31,"Local Air 3: Sonitus HQ"
"06-02-2022 00:00",9.75,7.92,"Local Air 3: Sonitus HQ"
"07-02-2022 00:00",8.79,7.26,"Local Air 3: Sonitus HQ"
"08-02-2022 00:00",3.44,2.64,"Local Air 3: Sonitus HQ"
"09-02-2022 00:00",7.89,6.28,"Local Air 3: Sonitus HQ"
"10-02-2022 00:00",6.77,5.8,"Local Air 3: Sonitus HQ"
"11-02-2022 00:00",10.62,7.54,"Local Air 3: Sonitus HQ"
"12-02-2022 00:00",5.98,5.24,"Local Air 3: Sonitus HQ"
"13-02-2022 00:00",2.77,2.33,"Local Air 3: Sonitus HQ"
"14-02-2022 00:00",5.04,3.99,"Local Air 3: Sonitus HQ"
"15-02-2022 00:00",13.52,11.88,"Local Air 3: Sonitus HQ"
"16-02-2022 00:00",15.62,14.4,"Local Air 3: Sonitus HQ"
"17-02-2022 00:00",8.21,7.1,"Local Air 3: Sonitus HQ"
"18-02-2022 00:00",6.64,6,"Local Air 3: Sonitus HQ"
"19-02-2022 00:00",6.05,5.43,"Local Air 3: Sonitus HQ"
"20-02-2022 00:00",8.62,8.38,"Local Air 3: Sonitus HQ"
"21-02-2022 00:00",20.33,18.63,"Local Air 3: Sonitus HQ"
"22-02-2022 00:00",10.54,9.52,"Local Air 3: Sonitus HQ"
"23-02-2022 00:00",7.86,7.01,"Local Air 3: Sonitus HQ"
"24-02-2022 00:00",6.01,5.48,"Local Air 3: Sonitus HQ"
"25-02-2022 00:00",12.7,9.83,"Local Air 3: Sonitus HQ"
"26-02-2022 00:00",11.36,9.28,"Local Air 3: Sonitus HQ"
"27-02-2022 00:00",15.82,12.75,"Local Air 3: Sonitus HQ"
"28-02-2022 00:00",11.33,9.25,"Local Air 3: Sonitus HQ"
"01-02-2022 00:00",2.78,2.58,"Local Air 4: Custom House Quay"
"02-02-2022 00:00",8.62,7.24,"Local Air 4: Custom House Quay"
"03-02-2022 00:00",6.7,4.43,"Local Air 4: Custom House Quay"
"04-02-2022 00:00",5.71,5.02,"Local Air 4: Custom House Quay"
"05-02-2022 00:00",5.2,4.94,"Local Air 4: Custom House Quay"
"06-02-2022 00:00",7.64,7.2,"Local Air 4: Custom House Quay"
"07-02-2022 00:00",7.25,6.31,"Local Air 4: Custom House Quay"
"08-02-2022 00:00",2.73,2.08,"Local Air 4: Custom House Quay"
"09-02-2022 00:00",7.05,5.71,"Local Air 4: Custom House Quay"
"10-02-2022 00:00",5.83,5.07,"Local Air 4: Custom House Quay"
"11-02-2022 00:00",7.26,5.68,"Local Air 4: Custom House Quay"
"12-02-2022 00:00",4.83,4.21,"Local Air 4: Custom House Quay"
"13-02-2022 00:00",2.4,1.98,"Local Air 4: Custom House Quay"
"14-02-2022 00:00",5.09,3.77,"Local Air 4: Custom House Quay"
"15-02-2022 00:00",11.79,10.7,"Local Air 4: Custom House Quay"
"16-02-2022 00:00",10.45,10.2,"Local Air 4: Custom House Quay"
"17-02-2022 00:00",3.68,3.21,"Local Air 4: Custom House Quay"
"18-02-2022 00:00",3.8,3.17,"Local Air 4: Custom House Quay"
"19-02-2022 00:00",NA,NA,"Local Air 4: Custom House Quay"
"21-02-2022 00:00",20.71,18.19,"Local Air 4: Custom House Quay"
"22-02-2022 00:00",13.5,12.39,"Local Air 4: Custom House Quay"
"23-02-2022 00:00",6.09,4.91,"Local Air 4: Custom House Quay"
"24-02-2022 00:00",4.56,3.38,"Local Air 4: Custom House Quay"
"25-02-2022 00:00",10.21,4.9,"Local Air 4: Custom House Quay"
"26-02-2022 00:00",6.34,4.15,"Local Air 4: Custom House Quay"
"27-02-2022 00:00",7.24,5.09,"Local Air 4: Custom House Quay"
"28-02-2022 00:00",6.48,4.44,"Local Air 4: Custom House Quay"
"01-02-2022 00:00",5.47,4.18,"Local Air 5: Lord Edward Street"
"02-02-2022 00:00",15.08,9.8,"Local Air 5: Lord Edward Street"
"03-02-2022 00:00",11.33,6.23,"Local Air 5: Lord Edward Street"
"04-02-2022 00:00",10.04,6.84,"Local Air 5: Lord Edward Street"
"05-02-2022 00:00",10.13,8.23,"Local Air 5: Lord Edward Street"
"06-02-2022 00:00",11.95,9.61,"Local Air 5: Lord Edward Street"
"07-02-2022 00:00",12.7,8.65,"Local Air 5: Lord Edward Street"
"08-02-2022 00:00",4.84,2.99,"Local Air 5: Lord Edward Street"
"09-02-2022 00:00",12.56,7.69,"Local Air 5: Lord Edward Street"
"10-02-2022 00:00",11.03,7.27,"Local Air 5: Lord Edward Street"
"11-02-2022 00:00",13.56,7.88,"Local Air 5: Lord Edward Street"
"12-02-2022 00:00",6.98,5.27,"Local Air 5: Lord Edward Street"
"13-02-2022 00:00",3.99,2.57,"Local Air 5: Lord Edward Street"
"14-02-2022 00:00",7.14,4.48,"Local Air 5: Lord Edward Street"
"15-02-2022 00:00",5.42,4.72,"Local Air 5: Lord Edward Street"
"16-02-2022 00:00",NA,NA,"Local Air 5: Lord Edward Street"
"21-02-2022 00:00",16.4,14.96,"Local Air 5: Lord Edward Street"
"22-02-2022 00:00",NA,NA,"Local Air 5: Lord Edward Street"
"23-02-2022 00:00",11.19,7.84,"Local Air 5: Lord Edward Street"
"24-02-2022 00:00",9.88,7.07,"Local Air 5: Lord Edward Street"
"25-02-2022 00:00",17.92,10.65,"Local Air 5: Lord Edward Street"
"26-02-2022 00:00",18.9,11.05,"Local Air 5: Lord Edward Street"
"27-02-2022 00:00",26.38,15.55,"Local Air 5: Lord Edward Street"
"28-02-2022 00:00",16.21,10.26,"Local Air 5: Lord Edward Street"
"01-02-2022 00:00",0.01,0.04,"Local Air 6: Walkinstown Library"
"02-02-2022 00:00",0.02,0.08,"Local Air 6: Walkinstown Library"
"03-02-2022 00:00",NA,0.04,"Local Air 6: Walkinstown Library"
"04-02-2022 00:00",NA,0.04,"Local Air 6: Walkinstown Library"
"05-02-2022 00:00",NA,0.06,"Local Air 6: Walkinstown Library"
"06-02-2022 00:00",0.01,0.07,"Local Air 6: Walkinstown Library"
"07-02-2022 00:00",NA,0.06,"Local Air 6: Walkinstown Library"
"08-02-2022 00:00",NA,0.02,"Local Air 6: Walkinstown Library"
"09-02-2022 00:00",NA,0.04,"Local Air 6: Walkinstown Library"
"10-02-2022 00:00",NA,0.03,"Local Air 6: Walkinstown Library"
"11-02-2022 00:00",NA,0.03,"Local Air 6: Walkinstown Library"
"12-02-2022 00:00",NA,0.03,"Local Air 6: Walkinstown Library"
"13-02-2022 00:00",NA,0.01,"Local Air 6: Walkinstown Library"
"14-02-2022 00:00",NA,0.02,"Local Air 6: Walkinstown Library"
"15-02-2022 00:00",NA,0.06,"Local Air 6: Walkinstown Library"
"16-02-2022 00:00",0.16,0.23,"Local Air 6: Walkinstown Library"
"17-02-2022 00:00",0.08,0.16,"Local Air 6: Walkinstown Library"
"18-02-2022 00:00",0.08,0.14,"Local Air 6: Walkinstown Library"
"19-02-2022 00:00",0.07,0.14,"Local Air 6: Walkinstown Library"
"20-02-2022 00:00",0.21,0.28,"Local Air 6: Walkinstown Library"
"21-02-2022 00:00",0.34,0.42,"Local Air 6: Walkinstown Library"
"22-02-2022 00:00",0.13,0.19,"Local Air 6: Walkinstown Library"
"23-02-2022 00:00",0.05,0.13,"Local Air 6: Walkinstown Library"
"01-02-2022 00:00",8.7,5.55,"Local Air 7: Coolock"
"02-02-2022 00:00",16.32,9.27,"Local Air 7: Coolock"
"03-02-2022 00:00",14.17,6.2,"Local Air 7: Coolock"
"04-02-2022 00:00",12.3,7.24,"Local Air 7: Coolock"
"05-02-2022 00:00",13.95,10.57,"Local Air 7: Coolock"
"06-02-2022 00:00",15.22,10.83,"Local Air 7: Coolock"
"07-02-2022 00:00",14.39,9.03,"Local Air 7: Coolock"
"08-02-2022 00:00",4.92,3.25,"Local Air 7: Coolock"
"09-02-2022 00:00",12.56,8.05,"Local Air 7: Coolock"
"10-02-2022 00:00",11.45,7.83,"Local Air 7: Coolock"
"11-02-2022 00:00",13.8,9.13,"Local Air 7: Coolock"
"12-02-2022 00:00",6.02,4.94,"Local Air 7: Coolock"
"13-02-2022 00:00",4.49,3.3,"Local Air 7: Coolock"
"14-02-2022 00:00",7.33,4.78,"Local Air 7: Coolock"
"15-02-2022 00:00",18.18,14.01,"Local Air 7: Coolock"
"16-02-2022 00:00",20.11,17.62,"Local Air 7: Coolock"
"17-02-2022 00:00",12.28,9.09,"Local Air 7: Coolock"
"18-02-2022 00:00",10.52,8.66,"Local Air 7: Coolock"
"19-02-2022 00:00",8.65,7.03,"Local Air 7: Coolock"
"20-02-2022 00:00",13.18,11.92,"Local Air 7: Coolock"
"21-02-2022 00:00",27.94,23.41,"Local Air 7: Coolock"
"22-02-2022 00:00",15.9,12.41,"Local Air 7: Coolock"
"23-02-2022 00:00",10.81,8.52,"Local Air 7: Coolock"
"24-02-2022 00:00",9.53,7.5,"Local Air 7: Coolock"
"25-02-2022 00:00",17.74,12.86,"Local Air 7: Coolock"
"26-02-2022 00:00",17.54,14.03,"Local Air 7: Coolock"
"27-02-2022 00:00",21.23,16.86,"Local Air 7: Coolock"
"23-02-2022 00:00",6.88,6.3,"Local Air 10: TU Dublin - Park House"
"24-02-2022 00:00",5.73,5.38,"Local Air 10: TU Dublin - Park House"
"25-02-2022 00:00",10.41,8.74,"Local Air 10: TU Dublin - Park House"
"26-02-2022 00:00",10.4,8.43,"Local Air 10: TU Dublin - Park House"
"27-02-2022 00:00",15.23,12.17,"Local Air 10: TU Dublin - Park House"
"28-02-2022 00:00",11.59,9.16,"Local Air 10: TU Dublin - Park House"
"17-02-2022 00:00",11.55,8.96,"Local Air 11: Cabra Community College"
"18-02-2022 00:00",8.74,7.36,"Local Air 11: Cabra Community College"
"19-02-2022 00:00",7.11,6.03,"Local Air 11: Cabra Community College"
"20-02-2022 00:00",11.32,10.49,"Local Air 11: Cabra Community College"
"21-02-2022 00:00",25.63,21.64,"Local Air 11: Cabra Community College"
"22-02-2022 00:00",14.15,11.24,"Local Air 11: Cabra Community College"
"23-02-2022 00:00",10.04,8.16,"Local Air 11: Cabra Community College"
"24-02-2022 00:00",7.99,6.63,"Local Air 11: Cabra Community College"
"25-02-2022 00:00",13.57,9.93,"Local Air 11: Cabra Community College"
"26-02-2022 00:00",NA,NA,"Local Air 11: Cabra Community College"
"27-02-2022 00:00",17.61,13.35,"Local Air 11: Cabra Community College"
"28-02-2022 00:00",14.51,10.31,"Local Air 11: Cabra Community College"
"17-02-2022 00:00",3.38,1.78,"Local Air 13: Mountjoy Square"
"18-02-2022 00:00",NA,NA,"Local Air 13: Mountjoy Square"
"21-02-2022 00:00",7.41,5.62,"Local Air 13: Mountjoy Square"
"22-02-2022 00:00",5.81,3.39,"Local Air 13: Mountjoy Square"
"23-02-2022 00:00",11.62,6.63,"Local Air 13: Mountjoy Square"
"10-02-2022 00:00",7.75,5.77,"Local Air 1: Ballymun Library"
"11-02-2022 00:00",10.29,7.05,"Local Air 1: Ballymun Library"
"12-02-2022 00:00",6.57,5.42,"Local Air 1: Ballymun Library"
"13-02-2022 00:00",3.19,2.33,"Local Air 1: Ballymun Library"
"14-02-2022 00:00",6.25,4.35,"Local Air 1: Ballymun Library"
"15-02-2022 00:00",17.24,14.34,"Local Air 1: Ballymun Library"
"16-02-2022 00:00",18.87,17.06,"Local Air 1: Ballymun Library"
"17-02-2022 00:00",10.72,8.26,"Local Air 1: Ballymun Library"
"18-02-2022 00:00",8.62,7.02,"Local Air 1: Ballymun Library"
"19-02-2022 00:00",7.68,6.24,"Local Air 1: Ballymun Library"
"20-02-2022 00:00",12.03,11.04,"Local Air 1: Ballymun Library"
"21-02-2022 00:00",25.74,22.28,"Local Air 1: Ballymun Library"
"22-02-2022 00:00",13.33,11.33,"Local Air 1: Ballymun Library"
"23-02-2022 00:00",9.8,8.21,"Local Air 1: Ballymun Library"
"24-02-2022 00:00",7.71,6.59,"Local Air 1: Ballymun Library"
"25-02-2022 00:00",13.24,9.97,"Local Air 1: Ballymun Library"
"26-02-2022 00:00",12.48,9.55,"Local Air 1: Ballymun Library"
"27-02-2022 00:00",19.51,14.07,"Local Air 1: Ballymun Library"
"28-02-2022 00:00",13.36,9.82,"Local Air 1: Ballymun Library"
"26-12-2022 00:00",3.32,2.72,"Local Air 4: Custom House Quay"
"27-12-2022 00:00",0,0,"Local Air 4: Custom House Quay"
"28-12-2022 00:00",2.5,2,"Local Air 4: Custom House Quay"
"12-12-2022 00:00",25.44,16.27,"Local Air 6: Walkinstown Library"
"13-12-2022 00:00",6.45,5.6,"Local Air 6: Walkinstown Library"
"14-12-2022 00:00",9.59,6.39,"Local Air 6: Walkinstown Library"
"15-12-2022 00:00",9.7,7.38,"Local Air 6: Walkinstown Library"
"16-12-2022 00:00",8.49,6.5,"Local Air 6: Walkinstown Library"
"17-12-2022 00:00",4.6,3.54,"Local Air 6: Walkinstown Library"
"18-12-2022 00:00",8.62,7.48,"Local Air 6: Walkinstown Library"
"19-12-2022 00:00",11.68,9.99,"Local Air 6: Walkinstown Library"
"20-12-2022 00:00",15.46,14.13,"Local Air 6: Walkinstown Library"
"21-12-2022 00:00",13.85,11.92,"Local Air 6: Walkinstown Library"
"01-12-2022 00:00",0.32,0.41,"Local Air 7: Coolock"
"02-12-2022 00:00",0.35,0.43,"Local Air 7: Coolock"
"03-12-2022 00:00",0.14,0.21,"Local Air 7: Coolock"
"04-12-2022 00:00",0.14,0.22,"Local Air 7: Coolock"
"05-12-2022 00:00",0.18,0.26,"Local Air 7: Coolock"
"06-12-2022 00:00",0.11,0.18,"Local Air 7: Coolock"
"07-12-2022 00:00",0.15,0.23,"Local Air 7: Coolock"
"08-12-2022 00:00",0.08,0.15,"Local Air 7: Coolock"
"09-12-2022 00:00",0.1,0.19,"Local Air 7: Coolock"
"10-12-2022 00:00",0.05,0.14,"Local Air 7: Coolock"
"11-12-2022 00:00",0.1,0.18,"Local Air 7: Coolock"
"12-12-2022 00:00",9.59,6.13,"Local Air 7: Coolock"
"13-12-2022 00:00",3.26,2.88,"Local Air 7: Coolock"
"14-12-2022 00:00",4.87,3.3,"Local Air 7: Coolock"
"15-12-2022 00:00",5.09,3.93,"Local Air 7: Coolock"
"16-12-2022 00:00",4.34,3.37,"Local Air 7: Coolock"
"17-12-2022 00:00",2.34,1.85,"Local Air 7: Coolock"
"18-12-2022 00:00",4.47,3.96,"Local Air 7: Coolock"
"19-12-2022 00:00",5.89,5.11,"Local Air 7: Coolock"
"20-12-2022 00:00",1.43,1.44,"Local Air 7: Coolock"
"21-12-2022 00:00",5.71,5,"Local Air 7: Coolock"
"22-12-2022 00:00",0.3,0.38,"Local Air 7: Coolock"
"23-12-2022 00:00",0.39,0.47,"Local Air 7: Coolock"
"24-12-2022 00:00",0.45,0.53,"Local Air 7: Coolock"
"25-12-2022 00:00",0.51,0.58,"Local Air 7: Coolock"
"26-12-2022 00:00",0.09,0.16,"Local Air 7: Coolock"
"27-12-2022 00:00",0.24,0.31,"Local Air 7: Coolock"
"28-12-2022 00:00",0.35,0.43,"Local Air 7: Coolock"
"29-12-2022 00:00",0.15,0.22,"Local Air 7: Coolock"
"30-12-2022 00:00",0.17,0.23,"Local Air 7: Coolock"
"31-12-2022 00:00",0.4,0.48,"Local Air 7: Coolock"
"01-12-2022 00:00",22.65,13.88,"Local Air 8: Weaver Park"
"02-12-2022 00:00",30.89,12.71,"Local Air 8: Weaver Park"
"03-12-2022 00:00",11.64,5.61,"Local Air 8: Weaver Park"
"04-12-2022 00:00",7.77,3.76,"Local Air 8: Weaver Park"
"05-12-2022 00:00",13.55,5.09,"Local Air 8: Weaver Park"
"06-12-2022 00:00",9.24,5.22,"Local Air 8: Weaver Park"
"07-12-2022 00:00",13.3,9.06,"Local Air 8: Weaver Park"
"08-12-2022 00:00",11.76,8.29,"Local Air 8: Weaver Park"
"09-12-2022 00:00",13.09,10.17,"Local Air 8: Weaver Park"
"10-12-2022 00:00",12.27,10.69,"Local Air 8: Weaver Park"
"11-12-2022 00:00",13.76,12.21,"Local Air 8: Weaver Park"
"12-12-2022 00:00",23.15,20.32,"Local Air 8: Weaver Park"
"13-12-2022 00:00",20.22,15.53,"Local Air 8: Weaver Park"
"14-12-2022 00:00",18.01,8.14,"Local Air 8: Weaver Park"
"15-12-2022 00:00",16.62,12.58,"Local Air 8: Weaver Park"
"16-12-2022 00:00",12.47,8.78,"Local Air 8: Weaver Park"
"17-12-2022 00:00",24.08,21.3,"Local Air 8: Weaver Park"
"18-12-2022 00:00",8.3,5.8,"Local Air 8: Weaver Park"
"19-12-2022 00:00",6.44,3.41,"Local Air 8: Weaver Park"
"20-12-2022 00:00",16.09,7.81,"Local Air 8: Weaver Park"
"21-12-2022 00:00",14.26,6.98,"Local Air 8: Weaver Park"
"22-12-2022 00:00",12.91,9.85,"Local Air 8: Weaver Park"
"23-12-2022 00:00",11.85,7.94,"Local Air 8: Weaver Park"
"24-12-2022 00:00",11.11,6.29,"Local Air 8: Weaver Park"
"25-12-2022 00:00",11.47,6.34,"Local Air 8: Weaver Park"
"26-12-2022 00:00",5.96,3.64,"Local Air 8: Weaver Park"
"27-12-2022 00:00",7.49,4.16,"Local Air 8: Weaver Park"
"28-12-2022 00:00",8.03,4.42,"Local Air 8: Weaver Park"
"29-12-2022 00:00",7.35,4.56,"Local Air 8: Weaver Park"
"30-12-2022 00:00",5.71,3.37,"Local Air 8: Weaver Park"
"31-12-2022 00:00",15.21,11.16,"Local Air 8: Weaver Park"
"01-12-2022 00:00",11.34,6.56,"Local Air 10: TU Dublin - Park House"
"02-12-2022 00:00",14.36,7.6,"Local Air 10: TU Dublin - Park House"
"03-12-2022 00:00",4.92,3.38,"Local Air 10: TU Dublin - Park House"
"04-12-2022 00:00",5.1,3.92,"Local Air 10: TU Dublin - Park House"
"05-12-2022 00:00",4.88,4.09,"Local Air 10: TU Dublin - Park House"
"06-12-2022 00:00",5.45,3.73,"Local Air 10: TU Dublin - Park House"
"07-12-2022 00:00",5.59,4.24,"Local Air 10: TU Dublin - Park House"
"08-12-2022 00:00",4.74,3.59,"Local Air 10: TU Dublin - Park House"
"09-12-2022 00:00",4.31,3.86,"Local Air 10: TU Dublin - Park House"
"10-12-2022 00:00",3.67,3.41,"Local Air 10: TU Dublin - Park House"
"11-12-2022 00:00",3.98,3.61,"Local Air 10: TU Dublin - Park House"
"12-12-2022 00:00",8.31,5.98,"Local Air 10: TU Dublin - Park House"
"13-12-2022 00:00",5.86,4.78,"Local Air 10: TU Dublin - Park House"
"14-12-2022 00:00",6.43,4.4,"Local Air 10: TU Dublin - Park House"
"15-12-2022 00:00",6.17,5.18,"Local Air 10: TU Dublin - Park House"
"16-12-2022 00:00",5.16,4.02,"Local Air 10: TU Dublin - Park House"
"17-12-2022 00:00",4.71,3.69,"Local Air 10: TU Dublin - Park House"
"18-12-2022 00:00",5.34,4.57,"Local Air 10: TU Dublin - Park House"
"19-12-2022 00:00",4.91,4.36,"Local Air 10: TU Dublin - Park House"
"20-12-2022 00:00",12.4,11.21,"Local Air 10: TU Dublin - Park House"
"21-12-2022 00:00",9.59,8.63,"Local Air 10: TU Dublin - Park House"
"22-12-2022 00:00",7.66,6.19,"Local Air 10: TU Dublin - Park House"
"23-12-2022 00:00",9.18,8.12,"Local Air 10: TU Dublin - Park House"
"24-12-2022 00:00",8.68,7.9,"Local Air 10: TU Dublin - Park House"
"25-12-2022 00:00",9.96,9.32,"Local Air 10: TU Dublin - Park House"
"26-12-2022 00:00",3.5,3.27,"Local Air 10: TU Dublin - Park House"
"27-12-2022 00:00",9.4,8.61,"Local Air 10: TU Dublin - Park House"
"28-12-2022 00:00",6.76,6.09,"Local Air 10: TU Dublin - Park House"
"29-12-2022 00:00",4.63,4.35,"Local Air 10: TU Dublin - Park House"
"30-12-2022 00:00",3.77,3.66,"Local Air 10: TU Dublin - Park House"
"31-12-2022 00:00",8.97,7.65,"Local Air 10: TU Dublin - Park House"
"01-12-2022 00:00",19.18,12.3,"Local Air 13: Mountjoy Square"
"02-12-2022 00:00",24.85,14.62,"Local Air 13: Mountjoy Square"
"03-12-2022 00:00",7.82,5.39,"Local Air 13: Mountjoy Square"
"04-12-2022 00:00",7.3,4.29,"Local Air 13: Mountjoy Square"
"05-12-2022 00:00",9.15,4.69,"Local Air 13: Mountjoy Square"
"06-12-2022 00:00",8.71,6.1,"Local Air 13: Mountjoy Square"
"07-12-2022 00:00",14.5,10.75,"Local Air 13: Mountjoy Square"
"08-12-2022 00:00",13.29,10.6,"Local Air 13: Mountjoy Square"
"09-12-2022 00:00",15.22,13.06,"Local Air 13: Mountjoy Square"
"10-12-2022 00:00",15,13.61,"Local Air 13: Mountjoy Square"
"11-12-2022 00:00",16.03,14.47,"Local Air 13: Mountjoy Square"
"12-12-2022 00:00",26.64,23.52,"Local Air 13: Mountjoy Square"
"13-12-2022 00:00",19.32,16.95,"Local Air 13: Mountjoy Square"
"14-12-2022 00:00",13.32,8.14,"Local Air 13: Mountjoy Square"
"15-12-2022 00:00",18.96,14.68,"Local Air 13: Mountjoy Square"
"16-12-2022 00:00",13.29,9.77,"Local Air 13: Mountjoy Square"
"17-12-2022 00:00",20.31,17.13,"Local Air 13: Mountjoy Square"
"18-12-2022 00:00",10.33,6.29,"Local Air 13: Mountjoy Square"
"19-12-2022 00:00",10.9,5.3,"Local Air 13: Mountjoy Square"
"20-12-2022 00:00",18.24,8.67,"Local Air 13: Mountjoy Square"
"21-12-2022 00:00",15.47,8.03,"Local Air 13: Mountjoy Square"
"22-12-2022 00:00",14.28,11.41,"Local Air 13: Mountjoy Square"
"23-12-2022 00:00",13.7,8.84,"Local Air 13: Mountjoy Square"
"24-12-2022 00:00",10.32,6.21,"Local Air 13: Mountjoy Square"
"25-12-2022 00:00",11.22,6.65,"Local Air 13: Mountjoy Square"
"26-12-2022 00:00",6.08,4.12,"Local Air 13: Mountjoy Square"
"27-12-2022 00:00",7.21,4.21,"Local Air 13: Mountjoy Square"
"28-12-2022 00:00",8.53,5.02,"Local Air 13: Mountjoy Square"
"29-12-2022 00:00",7.44,4.38,"Local Air 13: Mountjoy Square"
"30-12-2022 00:00",5.61,3.46,"Local Air 13: Mountjoy Square"
"31-12-2022 00:00",16.48,12.59,"Local Air 13: Mountjoy Square"
"01-12-2022 00:00",19.18,12.3,"Local Air 14: Kyelmore"
"02-12-2022 00:00",24.85,14.62,"Local Air 14: Kyelmore"
"03-12-2022 00:00",7.82,5.39,"Local Air 14: Kyelmore"
"04-12-2022 00:00",7.3,4.29,"Local Air 14: Kyelmore"
"05-12-2022 00:00",9.15,4.69,"Local Air 14: Kyelmore"
"06-12-2022 00:00",8.71,6.1,"Local Air 14: Kyelmore"
"07-12-2022 00:00",14.5,10.75,"Local Air 14: Kyelmore"
"08-12-2022 00:00",13.29,10.6,"Local Air 14: Kyelmore"
